timestamp,open,high,low,close,volume
2025-05-01 00:00:00,1.2,1.2132497771308428,1.184761010881973,1.2,94172.52829548996
2025-05-01 00:15:00,1.1968619722166776,1.2046122035823836,1.190423159619027,1.1998797793424565,66652.74589680927
2025-05-01 00:30:00,1.19689350041153,1.2051757215850598,1.1964860852972319,1.2013029251927079,96619.59973732801
2025-05-01 00:45:00,1.2005527473293338,1.2161683591051684,1.1878468043346002,1.2044303294382774,93677.25061056192
2025-05-01 01:00:00,1.2043553224670394,1.2068526863884064,1.1994746241158019,1.2045234368285085,42389.88341471323
2025-05-01 01:15:00,1.2053286859684127,1.2070252360177687,1.1943938645629397,1.2047451919833692,96452.1697931137
2025-05-01 01:30:00,1.2096677399731914,1.2236349090540624,1.1951471562019762,1.2083595765075414,49680.65592117293
2025-05-01 01:45:00,1.2078225718423166,1.2117779713113692,1.197007468972067,1.2106413381366212,15097.744125613572
2025-05-01 02:00:00,1.2101216019099112,1.232142724265623,1.2046988850948668,1.2108252152166112,64069.8218170513
2025-05-01 02:15:00,1.2059128433519553,1.2206827885069023,1.2059128433519553,1.2129592766430377,15865.219553649502
2025-05-01 02:30:00,1.2127615533161136,1.214030960935946,1.2085558425372729,1.2134110673514034,56442.07003393535
2025-05-01 02:45:00,1.214660886593794,1.2192965405285066,1.2125933449859128,1.2139871487125418,65370.07798611664
2025-05-01 03:00:00,1.2138359311124052,1.2215969153890749,1.1939643759718102,1.215965487558038,20317.060106222958
2025-05-01 03:15:00,1.215387590540518,1.2167316766373704,1.2087311463485988,1.2141927575146647,48045.23713822258
2025-05-01 03:30:00,1.2111445211292553,1.221657308461939,1.2006151190534502,1.2128873995810785,34858.86243745567
2025-05-01 03:45:00,1.211901763947476,1.2291234412894183,1.2016083887415665,1.2138030444175765,23834.89281396483
2025-05-01 04:00:00,1.2100602248273369,1.2187674700163889,1.1980116937570306,1.2140359238017238,48508.09958025051
2025-05-01 04:15:00,1.2142631435907512,1.2312515448855483,1.207620629327443,1.2167856985339964,29305.146496538713
